,장소유형,상호명,주소,노출일시,비고
0,마사지샵,발렌타인,"동안구 인덕원로 24번길 56 지하1층, 관양2동",2021.1.5.(화) ~ 1.14.(목),보건소에서 코로나19 검사요망
